source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Le HuffPost'}",Valentin Etancelin,"Matthew McConaughey sidéré après les inondations au Texas : « Le choc, la douleur et le chaos »","Comme l’acteur texan de « True Detective », plusieurs autres célébrités, dont Lana Del Rey, Shakira et Khloé Kardashian, ont fait part de leur stupéfaction face à la situation.",https://www.huffingtonpost.fr/culture/article/matthew-mcconaughey-sidere-apres-les-inondations-au-texas-le-choc-la-douleur-et-le-chaos_252353.html,https://focus.huffingtonpost.fr/2025/07/08/152/0/6000/3375/1820/1023/75/0/601dc11_upload-1-sxwlesnzsixz-063-2187631848.jpg,2025-07-08T08:33:47Z,"ÉTATS-UNIS - « La route va être longue, mais pour linstant, le choc, la douleur et le chaos ont besoin de la main ferme dun voisin. » Ces propos, ce sont ceux de lacteur Matthew McConaughey qui, sur … [+4600 chars]"
"{'id': None, 'name': 'Businessam.be'}",businessam.be,Trump wil invoertarieven voor Zuid-Korea en Japan opdrijven naar 25 procent,"Key takeaways President Donald Trump heeft aangekondigd dat hij vanaf 1 augustus invoertarieven van 25 procent zal heffen op producten uit Zuid-Korea en Japan. De aankondiging gebeurde via sociale media, waar Trump brieven deelde die hij naar eigen zeggen aan…",https://businessam.be/trump-augustus-invoertarieven-zuid-korea-japan/,https://media.businessam.be/Donald-Trump-juni-2025.jpg,2025-07-08T08:33:00Z,"Key takeaways
<ul><li>President Trump is van plan om vanaf 1 augustus, 25 procent tarieven toe te passen op de invoer uit Zuid-Korea en Japan.</li><li>De tarieven maken deel uit van een bredere “Bev… [+2668 chars]"
"{'id': None, 'name': 'Www.is.fi'}",STT–AFP,Aasian pörssit reagoivat myönteisesti Trumpin tullikirjeisiin,Osakemarkkinoita ilahdutti tullikirjeissä myönnetty kolmen viikon lisäaika tullisopimusten aikaansaamiseksi.,https://www.is.fi/taloussanomat/art-2000011352738.html,https://www.is.fi/taloussanomat-og-1920x1920.png,2025-07-08T08:32:00Z,Osakemarkkinoita ilahdutti tullikirjeissä myönnetty kolmen viikon lisäaika tullisopimusten aikaansaamiseksi.Aasian pörssit reagoivat tiistaina myönteisesti Yhdysvaltain presidentin Donald Trumpin mon… [+491 chars]
"{'id': None, 'name': 'DW (English)'}",Antonio Cascais,Warum Trump fünf afrikanische Präsidenten empfängt,"US-Präsident Trump hat die Staatschefs von Gabun, Guinea-Bissau, Liberia, Mauretanien und Senegal nach Washington eingeladen. Der Handel von Rohstoffen könnte dabei nur ein Randthema sein - doch worum geht es noch?",https://www.dw.com/de/warum-trump-f%C3%BCnf-afrikanische-pr%C3%A4sidenten-empf%C3%A4ngt/a-73190250,https://static.dw.com/image/72633325_6.jpg,2025-07-08T08:31:00Z,"Offenbar glaubt US-Präsident Trump, afrikanische Länder böten enorme wirtschaftliche Chancen - sowohl für die Menschen in den USA als auch in Afrika. Zumindest sagte dies ein Sprecher des Weißen Haus… [+6085 chars]"
"{'id': None, 'name': 'Aristeguinoticias.com'}",Redacción AN / MDS,Trump dice que enviará más armas a Ucrania y se dice ‘decepcionado’ con Putin,"La decisión se produce tras tensiones con el Pentágono y presiones de Kiev, que advirtió que frenar el apoyo militar solo beneficiaría a Rusia.",https://aristeguinoticias.com/080725/mundo/trump-dice-que-enviara-mas-armas-a-ucrania-y-se-dice-decepcionado-con-putin/,https://editorial.aristeguinoticias.com/wp-content/uploads/2025/07/donald-trump-vladimir-putin-zelenski-08072025.jpg,2025-07-08T08:30:56Z,"El presidente de Estados Unidos, Donald Trump, afirmó el lunes que enviará más armas a Ucrania y lamentó que su homólogo ruso, Vladimir Putin, con quien se mostró “decepcionado”, no cesó sus ataques … [+2277 chars]"
"{'id': None, 'name': 'Libertaddigital.com'}",LD / Agencias,Netanyahu propone a Trump para el Nobel de la Paz,El primer ministro israelí ha hecho esta propuesta en su visita a la capital norteamericana.,https://www.libertaddigital.com/internacional/estados-unidos/2025-07-08/netanyahu-propone-a-trump-para-el-nobel-de-la-paz-7274127/,https://s.libertaddigital.com/2025/07/08/1200/627/ld/netanyahu-propone-a-trump-para-el-nobel-de-la-paz.jpg,2025-07-08T08:30:39Z,"El primer ministro de Israel, Benjamin Netanyahu, ha propuesto al Comité Noruego del Nobel la candidatura del presidente de Estados Unidos, Donald Trump, para el Nobel de la Paz, un extremo que ha tr… [+82 chars]"
"{'id': None, 'name': 'Telepolis.de'}",Marcel Kunzmann,Kriegsherren unter sich: Trump von Netanjahu für Friedensnobelpreis nominiert,Bei Treffen im Weißen Haus umschmeichelt Israels Premier Trump und schlägt ihn gar für den Friedensnobelpreis vor. Die Chancen auf Auszeichnung sind eher gering.,https://www.telepolis.de/features/Kriegsherren-unter-sich-Trump-von-Netanjahu-fuer-Friedensnobelpreis-nominiert-10478262.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/8/9/2/7/6/6/shutterstock_1816986683-927e9c8d7ab8e89e.jpeg,2025-07-08T08:30:00Z,"Donald Trump und Benjamin Netanjahu bei einem früheren Treffen in Washington
(Bild: Shutterstock.com)
Bei Treffen im Weißen Haus umschmeichelt Israels Premier Trump und schlägt ihn gar für den Frie… [+3760 chars]"
"{'id': None, 'name': 'Idnes.cz'}","ČTK, iDNES.cz","Můžeme jednat dál, vzkázal Trump. Na jeho cla reagovaly akcie poklesem","Americké akcie oslabily poté, co prezident Donald Trump začal postupně zveřejňovat navýšené celní sazby na dovoz z jednotlivých zemí platné od 1. srpna. Mimo jiné oznámil uvalení 25procentních cel na dovoz z Japonska a Jižní Koreje.",https://www.idnes.cz/ekonomika/zahranicni/cla-trump-srpen.A250708_095431_eko-zahranicni_ven,https://1gr.cz/tempimg/fb/2025/6/DTT5f5643b21b_26e84c5bb5ca439e8fbb8b2f.jpg,2025-07-08T08:29:00Z,"irí americký akciový index S&amp;P 500 a index technologického trhu Nasdaq Composite tak sestoupily z rekordních hodnot, na kterých uzavely obchodování minulý týden.
S&amp;P 500 klesl o 0,79 procent… [+2023 chars]"
"{'id': None, 'name': 'Observador.pt'}",Agência Lusa,Seul quer melhorar política tarifária após ameaça de Trump,"Coreia do Sul prometeu ""melhorar os regulamentos nacionais, área de particular interesse para os Estados Unidos, nos seus esforços para reduzir o défice comercial"", após ameaças norte-americanas.",https://observador.pt/2025/07/08/seul-promete-melhorar-politica-tarifaria-apos-ameaca-de-trump/,https://wm.observador.pt/wm/l/https%3A%2F%2Fbordalo.observador.pt%2Fv2%2Frs%3Afill%3A770%3A403%2Fc%3A2000%3A1127%3Anowe%3A0%3A329%2Fq%3A70%2Ff%3Awebp%2Fplain%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2025%2F07%2F08034054%2F45280287.jpg?layer=obstop:T,2025-07-08T08:28:39Z,"O Governo sul-coreano prometeu esta terça-feira melhorar a política tarifária, depois de o Presidente dos Estados Unidos, Donald Trump, ter ameaçado na segunda-feira impor uma taxa de 25% sobre as im… [+3457 chars]"
"{'id': None, 'name': 'Bolsamania.com'}",redaccion@bolsamania.com (Bolsamanía),El bitcoin pierde los 109.000 ante la incertidumbre sobre la fecha límite para los aranceles,"La incertidumbre sobre la fecha límite para los aranceles impuestos por el presidente de Estados Unidos, Donald Trump, ha aumentado la cautela de los inversores. Entre el mercado de las criptomonedas destacan las caídas, con el bitcoin perdiendo el nivel de l…",https://www.bolsamania.com/noticias/criptodivisas/bitcoin-pierde-109000-incertidumbre-fecha-limite-aranceles--20231786.html,https://img2.s3wfg.com/web/img/images_uploaded/1/7/illustration-de-la-cryptomonnaie-bitcoin_20250522134506_rsz.jpg,2025-07-08T08:28:22Z,"La incertidumbre sobre la fecha límite para los aranceles impuestos por el presidente de Estados Unidos, Donald Trump, ha aumentado la cautela de los inversores. Entre el mercado de las criptomonedas… [+2380 chars]"
"{'id': 'nbc-news', 'name': 'NBC News'}",The Associated Press,Troops and federal agents briefly descend on LA's MacArthur Park in largely immigrant neighborhood,"Federal officers and National Guard troops fanned out around a mostly empty Los Angeles park in a largely immigrant neighborhood on foot, horseback and military vehicles on Monday for about an hour before abruptly leaving, an operation that local officials sa…",https://www.nbcnews.com/news/us-news/troops-federal-agents-briefly-descend-ls-macarthur-park-largely-immigr-rcna217405,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-07/250708-MacArthur-Park-RS-151687.jpg",2025-07-08T08:27:43Z,"LOS ANGELES Federal officers and National Guard troops fanned out around a mostly empty Los Angeles park in a largely immigrant neighborhood on foot, horseback and military vehicles on Monday for abo… [+5470 chars]"
"{'id': None, 'name': 'Haber7.com'}",Dilan Dundar,Ticaret savaşları yeniden mi başlıyor? Trump’tan 10 ülkeye vergi mektubu,"Gedik Yatırım Yatırım Danışmanlığı Müdür Yardımcısı Eda Karadağ, Trump’ın yeniden gündeme getirdiği gümrük tarifelerinin piyasalarda sınırlı tedirginlik yarattığını, ancak müzakere ihtimalinin artmasının olumlu karşılandığını belirtti.",https://ekonomi.haber7.com/ekonomi/haber/3545260-ticaret-savaslari-yeniden-mi-basliyor-trumptan-10-ulkeye-vergi-mektubu,https://i12.haber7.net//haber/haber7/og_image/2025/28/ticaret_savaslari_yeniden_mi_basliyor_trumptan_10_ulkeye_vergi_mektubu_1751963136_629.jpg,2025-07-08T08:25:00Z,"Küresel piyasalar yeni haftaya ABD'den gelen tarife haberleriyle hareketli balad. Gedik Yatrm Yatrm Danmanl Müdür Yardmcs Eda Karada, ABD Bakan Donald Trumpn gümrük tarifelerini yeniden gündeme almas… [+1935 chars]"
"{'id': None, 'name': 'Internazionale.it'}",Internazionale,Trump incontra Netanyahu per parlare di Gaza,"Donald Trump, che si dichiara impegnato nel porre fine alla guerra a Gaza, ha incontrato il premier israeliano Benjamin Netanyahu a cena alla casa bianca il 7 luglio. Leggi",https://www.internazionale.it/ultime-notizie/2025/07/08/trump-incontra,https://media.internazionale.it/images/2025/07/07/296893-sd.jpeg,2025-07-08T08:24:53Z,"Donald Trump, che si dichiara impegnato nel porre fine alla guerra a Gaza, ha ospitato il premier israeliano Benjamin Netanyahu a cena alla Casa Bianca il 7 luglio. Netanyahu ha dichiarato di avere c… [+4325 chars]"
"{'id': 'rt', 'name': 'RT'}",RT,Stop using the US dollar – Bolivian President,"The US no longer dominates the world stage, Bolivian President Luis Arce told RT Read Full Article at RT.com",https://www.rt.com/news/621171-us-dollar-brics-bolivia/,https://mf.b37mrtl.ru/files/2025.07/article/686cc1fd2030276e8340df37.jpg,2025-07-08T08:24:40Z,"Countries around the globe should give up on the US dollar and rely on national currencies in trading with each other, Bolivian President Luis Arce told RT on the sidelines of the 17th BRICS summit i… [+2321 chars]"
"{'id': 'abc-news', 'name': 'ABC News'}",JOSH BOAK Associated Press,"Trump sets 25% tariffs on Japan and South Korea, and new import taxes on 12 other nations","President Donald Trump on Monday set a 25% tax on goods imported from Japan and South Korea, as well as new tariff rates on a dozen other countries",https://abcnews.go.com/Business/wireStory/trump-sets-25-tariffs-japan-south-korea-new-123542028,https://i.abcnewsfe.com/a/c10b73b7-6954-459d-8f0d-c963d7fb086a/wirestory_2c725e8f06367e20f9300c1081ea4ec0_16x9.jpg?w=1600,2025-07-08T08:22:19Z,"WASHINGTON -- President Donald Trump on Monday set a 25% tax on goods imported from Japan and South Korea, as well as new tariff rates on a dozen other nations that would go into effect on Aug. 1.
T… [+8776 chars]"
"{'id': None, 'name': 'Diepresse.com'}",Wolfgang Böhm,Das zweite Leben des Chlorhuhns [premium],Die USA starten einen neuen Angriff auf die wissenschaftlich nicht gänzlich belegten EU-Einfuhrbeschränkungen gegen Chlorhühner und Hormonrinder.,https://www.diepresse.com/19874532/das-zweite-leben-des-chlorhuhns,https://img.diepresse.com/public/incoming/dzom2p-imago308797964.jpg/alternates/DPR_SOCIAL_NACHRICHTEN/imago308797964.jpg,2025-07-08T08:22:14Z,"Die USA starten einen neuen Angriff auf die wissenschaftlich nicht gänzlich belegten EU-Einfuhrbeschränkungen gegen Chlorhühner und Hormonrinder. 
Am 1.August will US-Präsident Donald Trump Briefe m… [+684 chars]"
"{'id': None, 'name': 'Biztoc.com'}",businessinsider.com,A big change to student loans in Trump's spending bill could make it harder to become a doctor or lawyer,"President Donald Trump's spending bill places new caps on student loans for graduate students.
Samuel Corum/Getty Images
Trump signed his ""big beautiful"" tax and spending bill into law on July 4.
The bill eliminates the Grad PLUS student-loan program and caps…",https://biztoc.com/x/ca2523ac6b14e01e,https://biztoc.com/cdn/ca2523ac6b14e01e_s.webp,2025-07-08T08:16:22Z,"President Donald Trump's spending bill places new caps on student loans for graduate students.Samuel Corum/Getty ImagesTrump signed his ""big beautiful"" tax and spending bill into law on July 4.The bi… [+150 chars]"
"{'id': None, 'name': '20minutos.es'}",Carmen Muñoz,Las bolsas europeas se toman con calma el nuevo escenario de los aranceles,Los parqués del Viejo Continente cotizan en tono mixto en contraste con las subidas registradas en Asia tras el retraso al 1 de agosto de la entrada en vigor de las nuevas tasas.,https://www.20minutos.es/lainformacion/economia-y-finanzas/bolsas-europeas-nuevo-escenario-aranceles-5729337/,https://imagenes.20minutos.es/files/image_1920_1080/uploads/imagenes/2025/07/08/ibex-35.jpeg,2025-07-08T08:16:20Z,Las bolsas europeas registran un tibio comportamiento en la apertura. Los inversores optan por la cautela ante el nuevo escenario arancelario por el cual se retrasa al 1 de agosto la entrada en vigor… [+2903 chars]
"{'id': None, 'name': 'Anadolu Agency'}",,Netanyahu'nun Washington ziyareti ve Trump'ın ateşkes baskısı,Trump'ın baskılarıyla Gazze'de ateşkes sağlansa dahi İsrail'in nihai hedefleriyle çelişen bir içeriğin kalıcı ateşkes yolunu aralaması neredeyse imkansız. - Anadolu Ajansı,https://www.aa.com.tr/tr/analiz/netanyahunun-washington-ziyareti-ve-trumpin-ateskes-baskisi/3624750,https://cdnuploads.aa.com.tr/uploads/Contents/2025/07/08/thumbs_b_c_c48aa02d13ec802c1e0f4197a3a9952b.jpg?v=112304,2025-07-08T08:15:36Z,"Akademisyen Dr. Abdullah Erboa, Netanyahu'nun Washington ziyaretinin arka plann AA Analiz için kaleme ald.
***
 Artk haberler size gelsinAA'nn WhatsApp kanallarna katln, önemli gelimeler cebinize d… [+5995 chars]"
"{'id': None, 'name': 'Expressen.se'}",,Man hittad död i vattnet,Anmäld försvunnen i Finland – anträffades i Pajala,https://www.expressen.se/nyheter/expressen-direkt/?post=eac241ef-da51-4832-be88-4260c6f9b501,https://static.bonniernews.se/images/60/f9/60f9718a9e2947c6a21855b91be6842c/16x9/original.png,2025-07-08T08:15:12Z,"Utreder åldersgräns för sociala medier
Regeringen kommer till hösten att tillsätta en utredning om åldersgräns för sociala medier, rapporterar Sveriges Radio.
– Vi ser att vi behöver skydda barn bä… [+1922 chars]"
"{'id': 'the-irish-times', 'name': 'The Irish Times'}",Craig Trudell,Tesla shares slide amid concerns Musk’s new political party will worsen slump,‘America Party’ to focus on House and Senate for the next 12 months,https://www.irishtimes.com/business/2025/07/08/tesla-shares-slide-amid-concerns-musks-new-political-party-will-worsen-slump/,https://www.irishtimes.com/resizer/v2/OVHYYLKFJKGU3CSLGUYIJ22WMU.jpg?smart=true&auth=32e26c5496eaa2a215241da387332fc97181b0a39d32e7bf3a1736be96e0cef4&width=1200&height=630,2025-07-08T08:15:09Z,"Tesla shares fell after Elon Musk announced hes forming a new political party, digging deeper into a pursuit thats been a drag on his most valuable business.
The chief executive officer announced ov… [+3260 chars]"
"{'id': None, 'name': 'Index.hu'}",Péter Zsombor,Már 100 fölött a texasi villámárvíz halálos áldozatainak a száma,"Már 100 fölött a texasi villámárvíz halálos áldozatainak a száma, legkevesebb 28 gyermek meghalt - A Kansas City Chiefs tulajdonosának családja is érintett a tragédiában.",https://index.hu/kulfold/2025/07/08/texas-egyesult-allamok-arviz-aldozat-eltunes/,https://kep.cdn.index.hu/1/0/6313/63135/631354/63135447_4668791_19dc6fe60a293e643c9cdd19204e295a_wm.jpg,2025-07-08T08:15:00Z,"100 fölé ntt a texasi villámárvíz halálos áldozatainak száma. Kerr megyét sújtotta a legsúlyosabban a katasztrófa, legalább 84 halálos áldozattal, köztük 28 gyermekkel  írja az abcnews.
A Szövetségi… [+1646 chars]"
"{'id': None, 'name': 'Aftonbladet.se'}",,Död person hittad i vatten,"En person har anträffats död i vattnet i Pajala, uppger polisen. Dennes anhöriga är underrättade.",https://www.aftonbladet.se/nyheter/a/Rr77qd/aftonbladet-direkt?pinnedEntry=1388650,https://images.aftonbladet-cdn.se/v2/images/156fc268-adec-4fec-ac17-baa7f1dbdb35?fit=crop&format=auto&h=675&q=50&w=1200&s=7076b53826b77139557aa7b78a798b03f7bc7a83,2025-07-08T08:13:40Z,"Tre nyheter du inte får missa:
<ul><li>Död person hittad i vatten
Död person hittad i vatten
En person har anträffats död i vattnet i Pajala, uppger polisen.
Dennes anhöriga är underrättade. 
</… [+11601 chars]"
"{'id': None, 'name': 'Tistory.com'}",T.B,트럼프 관세 불확실성에 미국 경제 계속해서 부담,"Rock Creek Group CEO Afsaneh Beschloss reacts to President Donald Trump announcing he’ll impose tariffs of 25% on goods from Japan and South Korea beginning Aug. 1 https://t.co/kr9tqrIYDt pic.twitter.com/OyBL0wptxL— Bloomberg TV (@BloombergTV) July 7, 2025 '트…",https://ryueyes11.tistory.com/511717,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdna%2FAJh3Q%2FbtsO9X7u4sC%2FAAAAAAAAAAAAAAAAAAAAAGA7324w3SU9aLfFticy0m8RyeNqcyvqsWY79lYEwDlN%2Fimg.jpg%3Fcredential%3DyqXZFxpELC7KVnFOS48ylbz2pIh7yKj8%26expires%3D1753973999%26allow_ip%3D%26allow_referer%3D%26signature%3D4%252FEYOgZdT%252BP9eAQCijB49m2%252B8yI%253D,2025-07-08T08:11:53Z,Rock Creek Group CEO Afsaneh Beschloss reacts to President Donald Trump announcing he’ll impose tariffs of 25% on goods from Japan and South Korea beginning Aug. 1 https://t.co/kr9tqrIYDtpic.twitter.… [+745 chars]
"{'id': None, 'name': 'Anadolu Agency'}",,"Tüm ülkelerden teklif aldığını söyleyen ABD, yalnızca 3 ülkeyle ticaret anlaşmasına vardı","ABD Başkanı Donald Trump'ın birçok defa her ülkenin kendileriyle anlaşma yapmak istediğini vurgulamasına karşın, ABD şu ana kadar sadece 3 ülkeyle ticaret anlaşması yaptı.

 - Anadolu Ajansı",https://www.aa.com.tr/tr/ekonomi/tum-ulkelerden-teklif-aldigini-soyleyen-abd-yalnizca-3-ulkeyle-ticaret-anlasmasina-vardi/3624741,https://cdnuploads.aa.com.tr/uploads/Contents/2025/07/08/thumbs_b_c_5af0c59a787cc6ea87170874e558df7e.jpg,2025-07-08T08:10:23Z,"AA muhabirinin derledii bilgiye göre, Bakan Trump, ""kurtulu günü"" olarak adlandrd 2 Nisan'da, önemli miktarda ticaret aç verilenler bata olmak üzere ülkeleri hedef ald.
 Artk haberler size gelsinAA'… [+6600 chars]"
"{'id': None, 'name': 'Ilpost.it'}",,Chi vuole lusingare Trump lo propone per il Nobel per la Pace,"È così efficace che lo ha appena fatto anche Benjamin Netanyahu, e non è il primo",https://www.ilpost.it/2025/07/08/trump-nobel-pace-netanyahu/,https://static-prod.cdnilpost.com/wp-content/uploads/2025/07/08/1751960293-bibi-trump-nobel.jpg,2025-07-08T08:10:14Z,"Durante la sua visita di stato a Washington, la terza questanno, il primo ministro israeliano Benjamin Netanyahu ha candidato il presidente statunitense Donald Trump al premio Nobel per la Pace. È su… [+5340 chars]"
"{'id': None, 'name': 'Expressen.se'}",joel.snobohm@expressen.se (Joel Snöbohm),Akropolis stänger för besökarnas säkerhet,Alltid senaste nytt i korthet!,https://www.expressen.se/nyheter/expressen-direkt/?post=d139e02a-ea3e-4147-a877-9a1c3838cc31,https://static.bonniernews.se/images/60/f9/60f9718a9e2947c6a21855b91be6842c/16x9/original.png,2025-07-08T08:09:35Z,"Utreder åldersgräns för sociala medier
Regeringen kommer till hösten att tillsätta en utredning om åldersgräns för sociala medier, rapporterar Sveriges Radio.
– Vi ser att vi behöver skydda barn bä… [+1922 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Christian Böhme,Donald Trumps Ambitionen in Nahost: Für den Friedensnobelpreis reicht es bei Weitem nicht,Israels Premier Benjamin Netanjahu hat den US-Präsidenten für die Auszeichnung vorgeschlagen. Doch Trumps größter Traum dürfte kaum in Erfüllung gehen.,https://www.tagesspiegel.de/internationales/donald-trumps-ambitionen-in-nahost-fur-den-friedensnobelpreis-reicht-es-bei-weitem-nicht-13987130.html,https://www.tagesspiegel.de/images/13987178/alternates/BASE_16_9_W1400/1751962120000/president-trump-during-a-dinner-with-pm-netanyahu-dc.jpeg,2025-07-08T08:08:38Z,"Es sind schmeichelnde, fast schon anbiedernde Worte. Sie schaffen Frieden in einem Land nach dem anderen. Sie sollten ihn bekommen, sagt Benjamin Netanjahu. Mit Sie meint der israelische Premier sein… [+3525 chars]"
"{'id': None, 'name': 'Bankier.pl'}",Michał Kubicki,Euro tanieje do złotego. Dolar zakończył korekcyjne umocnienie?,"Wygląda na to, że w obliczu przedłużania przez USA terminu negocjacyjnego w sprawie ceł wzajemnych dolar zakończył korekcyjne odbicie i zaczął słabnąć. Skorzystał na tym złoty, który nieco umocnił się do euro i do dolara.",https://www.bankier.pl/wiadomosc/Euro-tanieje-do-zlotego-Dolar-zakonczyl-korekcyjne-umocnienie-8975641.html,https://galeria.bankier.pl/p/6/0/eeb76e6b577356-948-568-210-230-3790-2273.jpg,2025-07-08T08:07:40Z,"Wyglda na to, e w obliczu przeduania przez USA terminu negocjacyjnego
w sprawie ce wzajemnych dolar zakoczy korekcyjne odbicie i zacz sabn. Skorzysta
na tym zoty, który nieco umocni si do euro i do… [+2399 chars]"
"{'id': 'newsweek', 'name': 'Newsweek'}",Amira El-Fekki‎,Iran's Army Gives Missile Update: Thousands Ready to Launch,"Iran has threatened a ""crushing"" responses to any new Israeli attack after the strikes on military and nuclear sites",https://www.newsweek.com/iran-army-israel-us-nuclear-trump-missiles-2095833,https://d.newsweek.com/en/full/2678623/iran-army.jpg,2025-07-08T08:07:25Z,"Iran has stocks of thousands of missiles and drones secured and ready to use despite Israeli airstrikes and it is prepared to use them against any new attacks, the army said.
Newsweek has reached ou… [+2625 chars]"
"{'id': None, 'name': 'BBC News'}",,Trump says Ukraine will receive more weapons after US pause on shipments,"The US president says he is ""not happy"" with Russia's Vladimir Putin and that Ukraine is ""getting hit very hard"".",https://www.bbc.com/news/articles/c8d6yrd798no,https://ichef.bbci.co.uk/news/1024/branded_news/ea26/live/1a99acb0-5b9c-11f0-b5c5-012c5796682d.jpg,2025-07-08T08:07:06Z,"Donald Trump has said the US will send more weapons to Ukraine after an announcement last week that Washington would halt some shipments of critical arms to Kyiv.
During a meeting with Israeli Prime… [+2642 chars]"
"{'id': None, 'name': 'Hotnews.ro'}",Cristina Stoian,"Moment suprinzător la moțiunea contra Ursulei von der Leyen: AUR, ironizat în Parlamentul European de vicepreședintele Giorgiei Meloni. „Din păcate, unora le place să piardă, atât acasă, cât şi aici” / A fost anchetat pentru construcții ilegale pe plajă și apoi absolvit","Când s-a dezbătut moțiunea de cenzură de luni, eurodeputatul italian Nicola Procaccini nu s-a limitat la a spune că nu e de acord cu acțiunea lansată de Gheorghe Piperea, eurodeputat AUR, dar i-a ironizat pe…",http://hotnews.ro/moment-suprinzator-la-motiunea-contra-ursulei-von-der-leyen-aur-ironizat-in-parlamentul-european-de-vicepresedintele-giorgiei-meloni-din-pacate-unora-le-place-sa-piarda-atat-acasa-cat-s-2019331,https://hotnews.ro/wp-content/uploads/2025/07/procaccini-piperea-meloni-simion.jpg,2025-07-08T08:06:39Z,"Când s-a dezbtut moiunea de cenzur de luni, eurodeputatul italian Nicola Procaccini nu s-a limitat la a spune c nu e de acord cu aciunea lansat de Gheorghe Piperea, eurodeputat AUR, dar i-a ironizat … [+6417 chars]"
"{'id': 'ansa', 'name': 'ANSA.it'}",,Cina: 'Nuovi dazi di Trump? Non ci sarà alcun vincitore',"Weber: sui dazi limitare i danni, la reciprocità sia sul tavolo, Dombrovskis: Negoziamo per un accordo sui dazi prima possibile (ANSA)",https://www.ansa.it/sito/notizie/mondo/2025/07/08/cina-nuovi-dazi-di-trump-non-ci-sara-alcun-vincitore-_5a155de0-1999-4f28-84f2-5464e7321a55.html,https://www.ansa.it/webimages/img_1129x635/2025/5/8/9d6b0e589b5ac7e330099e2f13b4192b.jpg,2025-07-08T08:05:27Z,La Cina esprime un giudizio negativo sulla nuova tornata di dazi alle importazioni tra il 25% e il 40% annunciata dal presidente americano Donald Trump contro un primo gruppo di 14 partner commercial… [+1245 chars]
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,"Beijing Rejects Elon Musk As A 'Geopolitical Asset': Lukewarm Response To Chinese Diplomatic Overreach, Trump Feud Reportedly Diminishes Musk's Value","Chinese officials have reportedly cooled on Elon Musk, the CEO of Tesla Inc. (NASDAQ:TSLA), as a potential geopolitical asset due to his public fallout with President Donald Trump.
What Happened: In January, Chinese Vice President Han Zheng met with Musk in W…",https://biztoc.com/x/c5e83dac7af548f2,https://biztoc.com/cdn/c5e83dac7af548f2_s.webp,2025-07-08T08:05:24Z,"Chinese officials have reportedly cooled on Elon Musk, the CEO of Tesla Inc. (NASDAQ:TSLA), as a potential geopolitical asset due to his public fallout with President Donald Trump.What Happened: In J… [+138 chars]"
"{'id': None, 'name': 'CNA'}",,Japan's service sector mood perks up as summer heat offsets US tariff gloom,"TOKYO :Sentiment in Japan's service sector improved slightly in June, a government survey showed on Tuesday, as solid demand for summer clothing and leisure offset the gloom from U.S. tariffs.But corporate bankruptcy cases in the first half of this year rose …",https://www.channelnewsasia.com/business/japans-service-sector-mood-perks-up-summer-heat-offsets-us-tariff-gloom-5226441,"https://dam.mediacorp.sg/image/upload/s--0vqOybOt--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2025-07-08t080412z_1_lynxmpel6707w_rtroptp_3_japan-economy-gdp.jpg?itok=zptf8cmb",2025-07-08T08:04:12Z,"TOKYO :Sentiment in Japan's service sector improved slightly in June, a government survey showed on Tuesday, as solid demand for summer clothing and leisure offset the gloom from U.S. tariffs.
But c… [+1807 chars]"
"{'id': 'business-insider', 'name': 'Business Insider'}",Ayelet Sheffey,A big change to student loans in Trump's spending bill could make it harder to become a doctor or lawyer,"Trump's ""big beautiful bill"" that he just signed into law places new caps on student loans for medical and law school.",https://www.businessinsider.com/trump-spending-bill-student-loans-cap-graduate-school-doctor-lawyer-2025-7,https://i.insider.com/686be3d0f748d8c055f50f8d?width=1200&format=jpeg,2025-07-08T08:04:01Z,"President Donald Trump's spending bill places new caps on student loans for graduate students.Samuel Corum/Getty Images
<ul><li>Trump signed his ""big beautiful"" tax and spending bill into law on Jul… [+4563 chars]"
"{'id': None, 'name': 'DW (English)'}",Serdar Vardar,Deep-sea mining: The rush to mine the unknown,"With the backing of the US government, a Canadian company is poised to sidestep UN laws and start vacuuming what it deems battery-grade metals from international waters.",https://www.dw.com/en/the-fight-over-underwater-deposits-for-ev-batteries-seabed-polymetallic-nodules-rare-earth-ecosystem/a-73156987,https://static.dw.com/image/73188912_6.jpg,2025-07-08T08:04:00Z,"As official talks kick off in Jamaica on the need for rules to protect the ocean floor for generations to come, the world's first commercial deep-sea mining operation in international waters may be a… [+7335 chars]"
